County,"Registered Voters","Active Voters","Inactive Voters","Total Ballots Cast"
"Precinct 5121521410","1,937","1,639",298,"1,113"
"Precinct 5121521411","2,105","1,832",273,"1,301"
"Precinct 5121521412","1,490","1,250",240,856
"Precinct 5121521413","1,559","1,342",217,874
"Precinct 5121521414","1,614","1,354",260,871
"Precinct 5121521415","1,577","1,323",254,775
"Precinct 5121521416","1,631","1,358",273,920
"Precinct 5121521418","1,625","1,409",216,899
"Precinct 5121521419","1,599","1,352",247,868
"Precinct 5121521420","1,521","1,438",83,"1,000"
"Precinct 5121521421","1,349","1,069",280,647
"Precinct 5121521422","1,286","1,050",236,634
"Precinct 5121521424","1,549","1,331",218,889
"Precinct 5121521650","2,162","1,751",411,976
"Precinct 5121621155","1,522","1,303",219,868
"Precinct 5121621156","1,095",987,108,702
"Precinct 5121721631",671,504,167,277
"Precinct 5121821115","1,138",918,220,702
"Precinct 5121821721","1,701","1,559",142,"1,291"
"Precinct 5121821722","1,767","1,650",117,"1,387"
"Precinct 5121821723","2,230","1,809",421,"1,281"
"Precinct 5121821724","2,491","1,990",501,"1,357"
"Precinct 5121921451","1,660","1,466",194,"1,017"
"Precinct 5121921453","1,572","1,425",147,"1,074"
"Precinct 5121921520",147,136,11,107
"Precinct 5121921651","2,042","1,692",350,946
"Precinct 5122021602","1,420","1,243",177,970
"Precinct 5122021603","1,623","1,242",381,795
"Precinct 5122021604","2,017","1,253",764,659
"Precinct 5122021606","1,653","1,349",304,940
"Precinct 5122021725","2,147","1,870",277,"1,433"
"Precinct 5122021726","1,854","1,738",116,"1,439"
"Precinct 5122021727","1,716","1,595",121,"1,312"
"Precinct 5122021728","1,937","1,700",237,"1,361"
"Precinct 5122021729","2,104","1,871",233,"1,522"
"Precinct 5122021730","1,877","1,613",264,"1,203"
"Precinct 5122121630","1,908","1,646",262,977
"Precinct 5122121633","2,039","1,735",304,"1,079"
"Precinct 5122121634","1,975","1,738",237,"1,108"
"Precinct 5122121635","2,232","1,900",332,"1,171"
"Precinct 5122121636","2,253","1,981",272,"1,189"
"Precinct 5122121637","2,087","1,808",279,"1,087"
"Precinct 5122121638","1,587","1,401",186,855
"Precinct 5122121640","1,699","1,407",292,836
"Precinct 5122121641","1,723","1,497",226,"1,016"
"Precinct 5122121642","1,364","1,172",192,757
"Precinct 5122121643","1,624","1,398",226,870
"Precinct 5122121644","1,668","1,449",219,890
"Precinct 5122121648","1,039",834,205,404
"Precinct 5122121800","3,515","1,214","2,301",255
Elbert,"20,828","18,887","1,941","14,834"
"Precinct 4016420001",982,850,132,600
"Precinct 4016420002","1,773","1,608",165,"1,271"
"Precinct 4016420003","1,486","1,360",126,"1,101"
"Precinct 4016420004","1,599","1,447",152,"1,183"
"Precinct 4016420005","1,204","1,108",96,912
"Precinct 4016420006","1,754","1,601",153,"1,245"
"Precinct 4016420007","1,695","1,571",124,"1,231"
"Precinct 4016420008",829,768,61,599
"Precinct 4016420009","1,509","1,393",116,"1,111"
"Precinct 4016420010","1,472","1,350",122,"1,077"
"Precinct 4016420011","1,229","1,093",136,880
"Precinct 4016420012","1,486","1,339",147,992
"Precinct 4016420013","1,092",998,94,809
"Precinct 4016420014","1,612","1,441",171,"1,103"
"Precinct 4016420015","1,106",960,146,720
Fremont,"31,574","27,213","4,361","19,925"
"Precinct 5024722001","1,133",972,161,728
"Precinct 5024722002","1,335","1,118",217,756
"Precinct 5024722003","1,275","1,138",137,868
"Precinct 5024722025",239,203,36,137
"Precinct 5024722026",585,540,45,412
"Precinct 5024722028",236,213,23,152
"Precinct 5026022004","1,133",971,162,629
"Precinct 5026022005",826,709,117,467
"Precinct 5026022006",807,700,107,489
"Precinct 5026022007","1,787","1,543",244,"1,116"
"Precinct 5026022008",911,805,106,580
"Precinct 5026022009",950,839,111,661
"Precinct 5026022010","1,326","1,199",127,891
"Precinct 5026022011","1,729","1,559",170,"1,300"
"Precinct 5026022012","1,869","1,473",396,"1,027"
"Precinct 5026022013","1,212","1,018",194,720
"Precinct 5026022014",906,785,121,608
"Precinct 5026022015",743,648,95,481
"Precinct 5026022016","1,026",895,131,668
"Precinct 5026022017",980,843,137,629
"Precinct 5026022018","1,402","1,207",195,832
"Precinct 5026022019","2,014","1,720",294,"1,212"
"Precinct 5026022020","1,583","1,336",247,897
"Precinct 5026022021",700,631,69,482
"Precinct 5026022022","1,812","1,546",266,"1,165"
"Precinct 5026022023",476,409,67,341
"Precinct 5026022024",758,669,89,567
"Precinct 5026022027",269,233,36,181
"Precinct 5026022029",604,557,47,414
"Precinct 5026022030",948,734,214,515
Garfield,"37,537","32,812","4,725","24,516"
"Precinct 3085723001","1,860","1,608",252,"1,244"
"Precinct 3085723002","1,722","1,595",127,"1,358"
"Precinct 3085723003","1,783","1,582",201,"1,272"
"Precinct 3085723004","1,738","1,580",158,"1,285"
"Precinct 3085723005","1,759","1,521",238,"1,156"
"Precinct 3085723006","1,229","1,041",188,764
"Precinct 3085723007","1,006",860,146,656
"Precinct 3085723008","1,066",913,153,675
"Precinct 3085723009","1,194","1,049",145,840
"Precinct 3085723010","1,734","1,587",147,"1,244"
"Precinct 3085723011","1,009",910,99,740
"Precinct 3085723012","1,388","1,236",152,829
"Precinct 3085723013",930,810,120,502
"Precinct 3085723014","1,831","1,599",232,"1,228"
"Precinct 3085723015","1,736","1,567",169,"1,154"
"Precinct 3085723016","1,769","1,552",217,"1,120"
"Precinct 3085723017","1,427","1,285",142,998
"Precinct 3085723018",763,709,54,562
"Precinct 3085723019","1,712","1,508",204,"1,105"
"Precinct 3085723020","1,513","1,287",226,940
"Precinct 3085723021","1,545","1,358",187,985
"Precinct 3085723022","1,440","1,185",255,727
"Precinct 3085723023","1,149",924,225,621
"Precinct 3085723024",594,535,59,446
"Precinct 3085723025",842,683,159,445
"Precinct 3085723026","1,563","1,322",241,993
"Precinct 3085723027","1,235","1,006",229,627
Gilpin,"5,219","4,481",738,"3,425"
"Precinct 2161324001",874,689,185,488
"Precinct 2161324002",835,747,88,595
"Precinct 2161324003","1,013",883,130,702
"Precinct 2161324004",818,691,127,512
"Precinct 2161324005",735,636,99,490
"Precinct 2161324006",944,835,109,638
Grand,"12,189","10,795","1,394","7,908"
"Precinct 2081325001",854,746,108,552
"Precinct 2081325002","1,361","1,248",113,917
"Precinct 2081325003","1,811","1,590",221,"1,130"
"Precinct 2081325004",820,729,91,508
"Precinct 2081325005","1,134","1,033",101,727
"Precinct 2081325006",809,683,126,494
"Precinct 2081325007","1,193","1,013",180,725
"Precinct 2081325008",828,746,82,550
"Precinct 2081325009",757,663,94,528
"Precinct 2081325010",886,784,102,577
"Precinct 2081325011",710,631,79,475
"Precinct 2081325012","1,026",929,97,725
Gunnison,"13,983","11,490","2,493","8,993"
"Precinct 3055926008",887,756,131,613
"Precinct 3055926009","1,103",881,222,712
"Precinct 3055926010","1,040",649,391,413
"Precinct 3055926012",268,222,46,161
"Precinct 3055926013","1,326","1,169",157,969
"Precinct 3055926014","1,538","1,162",376,871
"Precinct 3055926015",724,549,175,409
"Precinct 3056126001",120,82,38,52
"Precinct 3056126002",346,312,34,231
"Precinct 3056126003","1,581","1,359",222,"1,108"
"Precinct 3056126004",965,765,200,575
"Precinct 3056126005","1,995","1,775",220,"1,460"
"Precinct 3056126006",909,759,150,558
"Precinct 3056126007",801,709,92,583
"Precinct 3056126011",380,341,39,278
Hinsdale,778,690,88,589
"Precinct 3055927001",778,690,88,589
Huerfano,"5,452","4,761",691,"3,710"
"Precinct 3356228001",447,395,52,326
"Precinct 3356228002",801,714,87,582
"Precinct 3356228003",560,496,64,381
"Precinct 3356228004",823,711,112,510
"Precinct 3356228005",230,208,22,179
"Precinct 3356228006",727,618,109,453
"Precinct 3356228007",286,224,62,164
"Precinct 3356228008",128,109,19,79
"Precinct 3356228009",773,686,87,533
"Precinct 3356228010",521,459,62,388
"Precinct 3356228011",156,141,15,115
Jackson,"1,234",986,248,814
"Precinct 3081329001",467,374,93,308
"Precinct 3081329002",86,72,14,57
"Precinct 3081329003",143,122,21,114
"Precinct 3081329004",63,50,13,35
"Precinct 3081329005",475,368,107,300
Jefferson,"441,628","393,696","47,932","310,843"
"Precinct 1160130001",232,227,5,197
"Precinct 1162230002","1,443","1,217",226,928
"Precinct 1162230003","1,387","1,280",107,"1,072"
"Precinct 1162230004","1,856","1,710",146,"1,302"
"Precinct 1162230005","1,623","1,499",124,"1,222"
"Precinct 1162230006","1,738","1,630",108,"1,385"
"Precinct 1162230007","1,934","1,765",169,"1,357"
"Precinct 1162230008","1,769","1,571",198,"1,197"
"Precinct 1162230009","1,845","1,746",99,"1,471"
"Precinct 1162230010",895,850,45,718
"Precinct 1162230011","1,169","1,087",82,879
"Precinct 1162230012","1,855","1,726",129,"1,457"
"Precinct 1162230013",943,831,112,678
"Precinct 1162230014","1,290","1,194",96,931
"Precinct 1202230015",480,415,65,315
"Precinct 1222230016","2,040","1,794",246,"1,354"
"Precinct 1222230017","1,223","1,054",169,825
"Precinct 1222230018","1,835","1,687",148,"1,437"
"Precinct 1222230019","1,994","1,833",161,"1,505"
"Precinct 1222230020","1,999","1,853",146,"1,489"
"Precinct 1222230021","1,818","1,716",102,"1,405"
"Precinct 1222230022","1,284","1,188",96,951
"Precinct 1222230023","1,813","1,646",167,"1,372"
"Precinct 1222230024","1,833","1,689",144,"1,418"
"Precinct 1222230025","1,464","1,369",95,"1,080"
"Precinct 1222230026","2,033","1,864",169,"1,410"
"Precinct 1222230027","1,663","1,570",93,"1,354"
"Precinct 1222230028","1,252","1,028",224,745
"Precinct 1222230029","1,775","1,584",191,"1,189"
"Precinct 1222230030","1,921","1,712",209,"1,431"
"Precinct 1222230031","1,428","1,308",120,984
"Precinct 1222230032","1,610","1,372",238,985
"Precinct 1222230033","2,060","1,860",200,"1,412"
"Precinct 1222230034","2,012","1,806",206,"1,430"
"Precinct 1222230035","1,320","1,207",113,970
"Precinct 2162530036","1,994","1,819",175,"1,486"
"Precinct 2162530037","1,288","1,154",134,"1,005"
"Precinct 2162530038","1,407","1,287",120,"1,050"
"Precinct 2162530039","1,517","1,384",133,"1,156"
"Precinct 2162530040","1,828","1,669",159,"1,447"
"Precinct 2162530041","1,092","1,011",81,880
"Precinct 2162530042","1,375","1,250",125,"1,057"
"Precinct 2162530043",934,861,73,736
"Precinct 2162530044","1,222","1,066",156,867
"Precinct 2162530045","1,217","1,133",84,939
"Precinct 2162530046","1,307","1,149",158,932
"Precinct 2162530047","1,315","1,192",123,"1,006"
"Precinct 2162530048","1,436","1,296",140,"1,122"
"Precinct 2162530049","1,329","1,198",131,987
"Precinct 2162530050","1,288","1,171",117,"1,001"
"Precinct 2162530051","1,606","1,431",175,"1,171"
"Precinct 2162530052","1,464","1,317",147,"1,111"
"Precinct 2162530053","1,096","1,007",89,868
"Precinct 2162530054","1,365","1,247",118,"1,056"
"Precinct 2162530055",727,638,89,523
"Precinct 2162530056","1,145","1,039",106,874
"Precinct 2162530057","1,434","1,287",147,"1,053"
"Precinct 2162530058","1,872","1,720",152,"1,422"
"Precinct 2162530059","1,471","1,310",161,"1,041"
"Precinct 2162530060",693,600,93,502
"Precinct 2162530061","1,526","1,337",189,"1,080"
"Precinct 2162530062","1,587","1,413",174,"1,188"
"Precinct 2162530063","1,221","1,109",112,904
"Precinct 2162530064",670,635,35,546
"Precinct 2162530065","1,622","1,466",156,"1,195"
"Precinct 2162530066","1,422","1,300",122,"1,099"
"Precinct 2162530067","1,386","1,212",174,992
"Precinct 2162530068","1,058",997,61,840
"Precinct 2202230069",686,602,84,486
"Precinct 2202530070","1,997","1,830",167,"1,413"
"Precinct 2202530071","1,832","1,686",146,"1,330"
"Precinct 2202530072","2,046","1,808",238,"1,346"
"Precinct 2202530073","2,000","1,844",156,"1,405"
"Precinct 2202530074","1,897","1,728",169,"1,386"
"Precinct 2202530075","2,124","1,822",302,"1,425"
"Precinct 2202530076","1,783","1,638",145,"1,289"
"Precinct 2202530077","1,644","1,565",79,"1,395"
"Precinct 2202530078","1,461","1,375",86,"1,208"
"Precinct 2202530079",884,840,44,736
"Precinct 2202530080","1,311","1,212",99,"1,038"
"Precinct 2222230081","1,651","1,539",112,"1,266"
"Precinct 2222230082","1,401","1,328",73,"1,092"
"Precinct 2222530083",984,926,58,790
"Precinct 7162430084","1,939","1,619",320,"1,144"
"Precinct 7162430085","2,139","1,766",373,"1,234"
"Precinct 7162430086","1,677","1,537",140,"1,335"
"Precinct 7162430087","1,040",936,104,806
"Precinct 7162430088","2,071","1,729",342,"1,284"
"Precinct 7162430089","1,710","1,372",338,"1,030"
"Precinct 7162430090","2,083","1,582",501,"1,150"
"Precinct 7162430091","1,571","1,502",69,"1,327"
"Precinct 7162430092","1,280","1,188",92,"1,063"
"Precinct 7162430093","1,956","1,677",279,"1,409"
"Precinct 7162430094","1,500","1,237",263,"1,001"
"Precinct 7162430095","1,466","1,297",169,"1,080"
"Precinct 7162530096",158,138,20,123
"Precinct 7162530097",393,369,24,319
"Precinct 7192430098","1,079","1,008",71,876
"Precinct 7192730099","2,038","1,914",124,"1,652"
"Precinct 7192730100","2,137","1,986",151,"1,676"
"Precinct 7192730101","2,154","1,992",162,"1,566"
"Precinct 7192730102","1,404","1,316",88,"1,076"
"Precinct 7192730103","1,886","1,770",116,"1,511"
"Precinct 7192730104","1,371","1,238",133,978
"Precinct 7192730105","1,745","1,503",242,"1,112"
"Precinct 7192730106","2,150","1,952",198,"1,578"
"Precinct 7192730107","1,847","1,688",159,"1,401"
"Precinct 7192730108","1,465","1,319",146,"1,051"
"Precinct 7192730109","1,582","1,418",164,"1,124"
"Precinct 7192730110","1,657","1,531",126,"1,259"
"Precinct 7192730111","2,152","1,942",210,"1,573"
"Precinct 7192730112","1,789","1,570",219,"1,190"
"Precinct 7192730113","1,734","1,648",86,"1,430"
"Precinct 7192730114","1,889","1,701",188,"1,366"
"Precinct 7192730115","1,998","1,848",150,"1,551"
"Precinct 7192730116","1,635","1,565",70,"1,347"
"Precinct 7192730117","1,818","1,678",140,"1,377"
"Precinct 7192730118","1,845","1,734",111,"1,503"
"Precinct 7192730119","2,439","2,064",375,"1,409"
"Precinct 7192730120","2,618","2,099",519,"1,561"
"Precinct 7192730121","1,872","1,607",265,"1,219"
"Precinct 7192730122","2,290","1,991",299,"1,451"
"Precinct 7192730123","2,001","1,800",201,"1,445"
"Precinct 7192730124","2,134","1,862",272,"1,424"
"Precinct 7192730125","1,661","1,387",274,986
"Precinct 7192730126","2,161","1,901",260,"1,515"
"Precinct 7192930127","1,773","1,624",149,"1,291"
"Precinct 7192930128","2,621","2,258",363,"1,673"
"Precinct 7192930129","1,462","1,306",156,"1,010"
"Precinct 7192930130","1,499","1,358",141,"1,044"
"Precinct 7192930131","1,518","1,346",172,"1,009"
"Precinct 7192930132","1,470","1,373",97,"1,086"
"Precinct 7192930133","2,547","1,993",554,"1,427"
"Precinct 7192930134","1,473","1,315",158,"1,027"
"Precinct 7192930135","1,028",942,86,736
"Precinct 7192930136","1,879","1,747",132,"1,407"
"Precinct 7192930137","1,957","1,786",171,"1,372"
"Precinct 7192930138","1,526","1,413",113,"1,158"
"Precinct 7192930139","1,827","1,632",195,"1,183"
"Precinct 7192930140","1,700","1,545",155,"1,150"
"Precinct 7192930141","1,984","1,774",210,"1,368"
"Precinct 7192930142","2,389","2,078",311,"1,642"
"Precinct 7192930143","1,789","1,623",166,"1,307"
"Precinct 7192930144","1,529","1,394",135,"1,095"
"Precinct 7192930145","1,531","1,353",178,977
"Precinct 7192930146","2,982","2,535",447,"1,687"
"Precinct 7192930147","2,323","2,048",275,"1,504"
"Precinct 7192930148","2,106","1,899",207,"1,424"
"Precinct 7192930149","1,940","1,756",184,"1,308"
"Precinct 7192930150","1,565","1,445",120,"1,098"
"Precinct 7192930151","2,127","1,918",209,"1,383"
"Precinct 7192930152","1,727","1,585",142,"1,337"
"Precinct 7192930153","2,229","1,879",350,"1,375"
"Precinct 7192930154","2,090","1,855",235,"1,309"
"Precinct 7192930155","1,954","1,776",178,"1,385"
"Precinct 7192930156","1,831","1,663",168,"1,292"
"Precinct 7192930157","1,741","1,518",223,"1,087"
"Precinct 7202330158","2,021","1,730",291,"1,300"
"Precinct 7202330159","2,344","1,946",398,"1,398"
"Precinct 7202330160","1,840","1,486",354,976
"Precinct 7202330161","1,219","1,021",198,726
"Precinct 7202330162","1,498","1,318",180,"1,028"
"Precinct 7202330163","1,740","1,433",307,"1,080"
"Precinct 7202330164","1,875","1,770",105,"1,491"
"Precinct 7202330165","1,901","1,738",163,"1,494"
"Precinct 7202330166","1,940","1,738",202,"1,436"
"Precinct 7202330167","1,411","1,030",381,772
"Precinct 7202330168","1,078",999,79,817
"Precinct 7202330169","1,496","1,398",98,"1,193"
"Precinct 7202330170","1,641","1,535",106,"1,291"
"Precinct 7202330171","2,019","1,861",158,"1,568"
"Precinct 7202330172","1,990","1,734",256,"1,383"
"Precinct 7202330173","2,386","1,802",584,"1,243"
"Precinct 7202330174","1,981","1,803",178,"1,387"
"Precinct 7202330175","2,094","1,844",250,"1,396"
"Precinct 7202330176","1,568","1,474",94,"1,243"
"Precinct 7202330177","2,135","1,921",214,"1,499"
"Precinct 7202330178","2,194","1,839",355,"1,400"
"Precinct 7202330179","2,064","1,805",259,"1,474"
"Precinct 7202330180","1,566","1,359",207,987
"Precinct 7202330181","1,768","1,594",174,"1,278"
"Precinct 7202430182","2,026","1,917",109,"1,643"
"Precinct 7202430183","1,468","1,400",68,"1,199"
"Precinct 7202430184","2,014","1,818",196,"1,486"
"Precinct 7202430185","1,660","1,498",162,"1,201"
"Precinct 7202430186","2,016","1,740",276,"1,440"
"Precinct 7202430187","1,369","1,272",97,"1,100"
"Precinct 7202430188","1,501","1,320",181,"1,013"
"Precinct 7202430189","2,014","1,849",165,"1,514"
"Precinct 7202430190","1,280","1,147",133,908
"Precinct 7202430191","2,112","1,882",230,"1,496"
"Precinct 7202430192","1,848","1,695",153,"1,339"
"Precinct 7202430193","1,655","1,514",141,"1,282"
"Precinct 7202430194","2,421","2,105",316,"1,583"
"Precinct 7202430195","2,409","1,992",417,"1,320"
"Precinct 7202430196","1,650","1,487",163,"1,234"
"Precinct 7202430197","1,310","1,160",150,909
"Precinct 7202430198","2,577","2,035",542,"1,370"
"Precinct 7202430199","1,327","1,240",87,"1,039"
"Precinct 7202430200","2,182","1,944",238,"1,448"
"Precinct 7202430201","1,892","1,727",165,"1,394"
"Precinct 7202530202","1,353","1,271",82,"1,144"
"Precinct 7202530203",589,511,78,387
"Precinct 7202530204","1,613","1,502",111,"1,251"
"Precinct 7202730205","1,811","1,709",102,"1,473"
"Precinct 7202730206","1,462","1,382",80,"1,174"
"Precinct 7202730207","1,756","1,635",121,"1,415"
"Precinct 7202730208","1,818","1,719",99,"1,537"
"Precinct 7202730209","1,815","1,688",127,"1,374"
"Precinct 7202730210","2,528","2,404",124,"2,065"
"Precinct 7202730211","4,872","4,736",136,"4,039"
"Precinct 7202830212","1,690","1,609",81,"1,377"
"Precinct 7202830213","1,444","1,357",87,"1,148"
"Precinct 7202830214","1,969","1,848",121,"1,570"
"Precinct 7202830215","2,576","2,469",107,"2,142"
"Precinct 7202830216","2,015","1,579",436,"1,168"
"Precinct 7202830217","1,397","1,163",234,914
"Precinct 7222230218","2,228","2,077",151,"1,776"
"Precinct 7222230219",942,885,57,708
"Precinct 7222330220","1,453","1,194",259,864
"Precinct 7222330221","1,952","1,808",144,"1,522"
"Precinct 7222330222","1,554","1,285",269,888
"Precinct 7222330223","1,646","1,533",113,"1,240"
"Precinct 7222330224","2,034","1,570",464,968
"Precinct 7222330225","1,626","1,315",311,924
"Precinct 7222330226","2,855","2,372",483,"1,552"
"Precinct 7222330227","2,434","1,907",527,"1,250"
"Precinct 7222330228","2,205","2,033",172,"1,689"
"Precinct 7222330229","2,059","1,658",401,"1,299"
"Precinct 7222430230","1,526","1,332",194,989
"Precinct 7222430231","1,923","1,593",330,"1,154"
"Precinct 7222830232","2,319","1,954",365,"1,383"
"Precinct 7222830233","1,448","1,331",117,"1,073"
"Precinct 7222830234","1,355","1,229",126,959
"Precinct 7222830235","1,673","1,558",115,"1,276"
"Precinct 7222830236","1,603","1,500",103,"1,287"
"Precinct 7222830237","1,695","1,353",342,967
"Precinct 7222830238","1,902","1,507",395,"1,014"
"Precinct 7222830239","1,540","1,304",236,952
"Precinct 7222830240","1,908","1,623",285,"1,180"
"Precinct 7222830241","1,673","1,444",229,922
"Precinct 7222830242","1,636","1,435",201,"1,026"
"Precinct 7222830243","1,467","1,355",112,"1,089"
"Precinct 7222830244","1,538","1,386",152,"1,038"
"Precinct 7222830245","2,035","1,817",218,"1,248"
"Precinct 7222830246","1,098","1,016",82,819
"Precinct 7222830247","1,929","1,672",257,"1,098"
"Precinct 7222830248","1,716","1,423",293,947
"Precinct 7222830249","2,648","1,919",729,"1,354"
"Precinct 7222830250","1,578","1,410",168,"1,083"
"Precinct 7222830251","2,306","1,937",369,"1,377"
"Precinct 7222830252","2,039","1,864",175,"1,460"
"Precinct 7222830253","1,378","1,184",194,861
"Precinct 7222830254","1,872","1,724",148,"1,408"
"Precinct 7222830255","1,537","1,370",167,986
"Precinct 7222830256","2,210","1,977",233,"1,504"
"Precinct 7222830257","2,112","1,850",262,"1,430"
"Precinct 7222830258","1,666","1,436",230,"1,064"
Kiowa,"1,040",953,87,798
"Precinct 4356431001",210,192,18,136
"Precinct 4356431002",308,286,22,246
"Precinct 4356431003",432,392,40,340
"Precinct 4356431004",90,83,7,76
"Kit Carson","5,044","4,374",670,"3,163"
"Precinct 4016532001",499,421,78,278
"Precinct 4016532002",384,311,73,207
"Precinct 4016532003",555,452,103,301
"Precinct 4016532004",396,350,46,278
"Precinct 4016532005",583,499,84,372
"Precinct 4016532006",402,366,36,260
"Precinct 4016532007",349,328,21,261
"Precinct 4016532008",341,289,52,218
"Precinct 4016532009",438,394,44,283
"Precinct 4016532010",189,168,21,117
"Precinct 4016532011",286,251,35,196
"Precinct 4016532012",287,250,37,179
"Precinct 4016532013",335,295,40,213
"La Plata","46,073","37,665","8,408","28,901"
"Precinct 3065934001","1,367","1,024",343,734
"Precinct 3065934002","1,506","1,142",364,862
"Precinct 3065934003","1,624","1,377",247,"1,121"
"Precinct 3065934004","1,897","1,547",350,"1,256"
"Precinct 3065934005","1,729","1,449",280,"1,156"
"Precinct 3065934006",647,568,79,486
"Precinct 3065934007","1,662","1,262",400,939
"Precinct 3065934008","1,979","1,531",448,"1,145"
"Precinct 3065934009",532,336,196,186
"Precinct 3065934010",935,792,143,694
"Precinct 3065934011","1,751","1,535",216,"1,157"
"Precinct 3065934012","1,832","1,583",249,"1,187"
"Precinct 3065934013","1,755","1,458",297,"1,149"
"Precinct 3065934014","1,335","1,162",173,928
"Precinct 3065934015",907,730,177,579
"Precinct 3065934016","1,741","1,473",268,"1,152"
"Precinct 3065934017","1,766","1,457",309,"1,132"
"Precinct 3065934018","1,136",971,165,765
"Precinct 3065934019","1,604","1,374",230,"1,114"
"Precinct 3065934020","2,021","1,627",394,"1,233"
"Precinct 3065934021","1,235","1,058",177,790
"Precinct 3065934022","1,363","1,134",229,846
"Precinct 3065934023","1,586","1,355",231,954
"Precinct 3065934024",549,445,104,295
"Precinct 3065934025","1,375","1,221",154,798
"Precinct 3065934026","1,455","1,168",287,912
"Precinct 3065934027",395,304,91,235
"Precinct 3065934028","1,738","1,417",321,"1,126"
"Precinct 3065934029","1,535","1,324",211,"1,090"
"Precinct 3065934030","2,569","1,659",910,"1,206"
"Precinct 3065934031",715,598,117,457
"Precinct 3065934032","1,832","1,584",248,"1,217"
Lake,"5,367","4,359","1,008","2,959"
"Precinct 3056133001",906,758,148,507
"Precinct 3056133002",585,464,121,288
"Precinct 3056133003","1,118",886,232,606
"Precinct 3056133004",980,802,178,552
"Precinct 3056133005",808,669,139,470
"Precinct 3056133006",970,780,190,536
Larimer,"265,458","233,575","31,883","183,101"
"Precinct 2145235201","1,303",987,316,609
"Precinct 2145235202","1,586","1,379",207,"1,031"
"Precinct 2145235203","1,473","1,310",163,"1,014"
"Precinct 2145235204","1,785","1,534",251,"1,092"
"Precinct 2145235205","1,586","1,258",328,980
"Precinct 2145235206","1,834","1,570",264,"1,287"
"Precinct 2145235207","1,493","1,201",292,963
"Precinct 2145235208","1,741","1,414",327,"1,147"
"Precinct 2145235209","1,647","1,415",232,"1,160"
"Precinct 2145235210","1,554","1,244",310,900
"Precinct 2145235211","1,504","1,244",260,958
"Precinct 2145235212","1,172","1,080",92,920
"Precinct 2145235213","1,198",988,210,770
"Precinct 2145235214","1,519","1,315",204,"1,056"
"Precinct 2145235215","1,207","1,042",165,771
"Precinct 2145235216","1,109",914,195,705
"Precinct 2145235217","1,649","1,477",172,"1,214"
"Precinct 2145235218","1,529","1,313",216,"1,024"
"Precinct 2145235219","1,703","1,550",153,"1,277"
"Precinct 2145235220","1,331","1,230",101,"1,053"
"Precinct 2145235221","1,745","1,477",268,"1,089"
"Precinct 2145235222",860,801,59,691
"Precinct 2145235223","1,580","1,374",206,"1,092"
"Precinct 2145235224","1,164","1,027",137,789
"Precinct 2145235225","1,648","1,566",82,"1,316"
"Precinct 2145235226","1,410","1,257",153,834
"Precinct 2145235227","1,032",943,89,766
"Precinct 2145235228","1,407","1,300",107,"1,067"
"Precinct 2145235229","1,804","1,613",191,"1,249"
"Precinct 2145235230","1,393","1,310",83,"1,055"
"Precinct 2145235231","1,344","1,166",178,917
"Precinct 2145235232","1,287","1,195",92,985
"Precinct 2145235233","1,394","1,256",138,"1,013"
"Precinct 2145235234","1,565","1,465",100,"1,187"
"Precinct 2145235235","1,947","1,792",155,"1,441"
"Precinct 2145235236",931,885,46,768
"Precinct 2145235237","1,453","1,340",113,"1,112"
"Precinct 2145235238","1,185","1,074",111,894
"Precinct 2145235239","1,905","1,684",221,"1,132"
"Precinct 2145235240","1,652","1,488",164,"1,126"
"Precinct 2145235241","1,228","1,095",133,900
"Precinct 2145235242","1,149",942,207,650
"Precinct 2145235243","1,072",979,93,838
"Precinct 2145235244",910,790,120,653
"Precinct 2145235245","1,001",883,118,691
"Precinct 2145235246","1,242",990,252,687
"Precinct 2145235247",790,657,133,485
"Precinct 2145335301","1,335","1,097",238,859
"Precinct 2145335302","1,929","1,690",239,"1,432"
"Precinct 2145335303","1,530","1,322",208,"1,069"
"Precinct 2145335304","1,199",947,252,691
"Precinct 2145335305","1,797","1,456",341,"1,113"
"Precinct 2145335306","1,142",805,337,561
"Precinct 2145335307","1,196",887,309,591
"Precinct 2145335308","1,425","1,051",374,623
"Precinct 2145335309","1,748","1,031",717,715
"Precinct 2145335310","1,070",889,181,709
"Precinct 2145335311","1,096",868,228,683
"Precinct 2145335312","1,848","1,465",383,"1,093"
"Precinct 2145335313","1,553","1,345",208,"1,074"
"Precinct 2145335314","1,256","1,109",147,915
"Precinct 2145335315","1,676","1,475",201,"1,179"
"Precinct 2145335316","1,095",988,107,832
"Precinct 2145335317","1,512","1,438",74,"1,233"
"Precinct 2145335318","1,600","1,320",280,980
"Precinct 2145335319","1,344","1,194",150,938
"Precinct 2145335320","1,250","1,075",175,824
"Precinct 2145335321","1,568","1,219",349,864
"Precinct 2145335322","1,528","1,332",196,"1,050"
"Precinct 2145335323","1,486","1,343",143,"1,046"
"Precinct 2145335324","1,718","1,625",93,"1,405"
"Precinct 2145335325","1,842","1,605",237,"1,253"
"Precinct 2145335326","1,033",924,109,698
"Precinct 2145335327","1,548","1,455",93,"1,208"
"Precinct 2145335328","1,616","1,516",100,"1,278"
"Precinct 2145335329","1,253","1,166",87,981
"Precinct 2145335330","1,467","1,356",111,"1,113"
"Precinct 2145335331",972,878,94,646
"Precinct 2145335332","1,344","1,182",162,869
